year,month,day,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,registered,count
2012,10,5,20,겨울,0,1,"맑음, 약간 구름 낀 흐림",24.6,28.79,78.0,8.9981,306,372
2011,11,11,18,겨울,1,0,"맑음, 약간 구름 낀 흐림",13.94,15.91,39.0,16.9979,185,208
2012,12,10,4,겨울,0,1,"안개, 안개 + 흐림",,19.695,94.0,7.0015,9,12
2012,4,5,11,여름,0,1,"안개, 안개 + 흐림",17.22,21.21,38.0,15.0013,159,268
2012,10,18,0,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,88.0,12.998,53,57
2011,3,3,1,봄,0,1,"맑음, 약간 구름 낀 흐림",9.84,9.85,30.0,31.0009,1,1
2011,10,13,4,겨울,0,1,"안개, 안개 + 흐림",22.14,25.76,100.0,7.0015,5,7
2011,2,19,13,봄,0,0,"맑음, 약간 구름 낀 흐림",18.04,21.97,16.0,40.9973,103,155
2011,4,11,6,여름,0,1,"안개, 안개 + 흐림",18.86,22.725,100.0,15.0013,59,61
2011,10,10,0,겨울,1,0,"맑음, 약간 구름 낀 흐림",20.5,24.24,94.0,0.0,42,53
2011,7,1,1,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,50.0,0.0,16,31
2012,9,5,0,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.85,74.0,16.9979,27,37
2012,8,5,9,가을,0,0,"맑음, 약간 구름 낀 흐림",32.8,38.635,59.0,23.9994,168,229
2011,9,16,20,가을,0,1,"안개, 안개 + 흐림",20.5,24.24,55.0,0.0,184,225
2012,5,11,20,여름,0,1,"맑음, 약간 구름 낀 흐림",25.42,30.305,25.0,8.9981,277,341
2012,3,8,18,봄,0,1,"안개, 안개 + 흐림",25.42,31.06,38.0,36.9974,545,590
2012,6,18,20,여름,0,1,"안개, 안개 + 흐림",25.42,29.545,73.0,8.9981,317,362
2012,5,15,20,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",26.24,30.305,73.0,8.9981,233,263
2012,12,6,12,겨울,0,1,"맑음, 약간 구름 낀 흐림",11.48,15.91,41.0,0.0,206,235
2011,1,3,20,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,11.365,47.0,7.0015,49,52
2012,8,18,1,가을,0,0,"가벼운 눈, 가벼운 비 + 천둥",25.42,27.275,94.0,11.0014,78,92
2011,6,18,1,여름,0,0,"맑음, 약간 구름 낀 흐림",25.42,28.79,83.0,7.0015,80,95
2012,5,8,10,여름,0,1,"안개, 안개 + 흐림",23.78,27.275,68.0,27.9993,111,157
2011,4,7,19,여름,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,59.0,19.9995,192,226
2011,6,17,19,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",26.24,28.79,83.0,16.9979,275,328
2011,10,7,23,겨울,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,63.0,0.0,113,136
2011,4,12,14,여름,0,1,"안개, 안개 + 흐림",20.5,24.24,82.0,19.0012,28,44
2012,10,18,13,겨울,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,53.0,23.9994,236,332
2011,9,9,8,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",25.42,27.275,94.0,11.0014,276,288
2012,8,14,22,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.09,66.0,6.0032,161,189
2011,10,18,0,겨울,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,82.0,0.0,23,31
2011,8,4,3,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",27.06,29.545,94.0,6.0032,3,3
2012,11,14,21,겨울,0,1,"맑음, 약간 구름 낀 흐림",12.3,16.665,56.0,0.0,208,213
2011,4,17,6,여름,0,0,"맑음, 약간 구름 낀 흐림",14.76,15.91,66.0,30.0026,5,8
2012,7,9,20,가을,0,1,"안개, 안개 + 흐림",30.34,34.09,55.0,7.0015,378,447
2012,5,1,23,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,28.79,78.0,0.0,79,95
2011,3,12,13,봄,0,0,"맑음, 약간 구름 낀 흐림",14.76,16.665,51.0,23.9994,95,157
2012,1,14,17,봄,0,0,"맑음, 약간 구름 낀 흐림",9.84,11.365,41.0,16.9979,129,144
2011,4,8,20,여름,0,1,"안개, 안개 + 흐림",12.3,13.635,93.0,22.0028,51,63
2012,9,8,4,가을,0,0,"안개, 안개 + 흐림",27.06,29.545,94.0,15.0013,8,11
2011,2,8,19,봄,0,1,"맑음, 약간 구름 낀 흐림",6.56,6.06,40.0,31.0009,100,101
2012,4,19,17,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,43.0,6.0032,663,748
2012,9,5,1,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,33.335,84.0,12.998,11,13
2011,1,4,18,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.88,48.0,12.998,179,182
2012,1,13,15,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,10.605,33.0,39.0007,123,138
2011,9,14,23,가을,0,1,"안개, 안개 + 흐림",26.24,30.305,69.0,7.0015,62,72
2012,12,13,13,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,34.0,12.998,230,271
2012,3,9,8,봄,0,1,"안개, 안개 + 흐림",13.94,14.395,42.0,35.0008,484,501
2011,11,12,22,겨울,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,47.0,16.9979,88,118
2012,6,10,2,여름,0,0,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,8.9981,56,73
2012,4,7,0,여름,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,26.0,19.9995,85,94
2011,7,17,8,가을,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,65.0,15.0013,73,118
2011,6,15,15,여름,0,1,"맑음, 약간 구름 낀 흐림",31.16,33.335,27.0,0.0,131,164
2012,7,15,15,가을,0,0,"맑음, 약간 구름 낀 흐림",35.26,40.15,47.0,8.9981,307,489
2012,2,14,16,봄,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,35.0,19.9995,251,266
2012,12,14,0,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.02,12.88,64.0,6.0032,43,47
2012,12,9,14,겨울,0,0,"안개, 안개 + 흐림",15.58,19.695,87.0,12.998,190,232
2011,3,6,4,봄,0,0,"안개, 안개 + 흐림",17.22,21.21,88.0,23.9994,3,3
2011,8,9,15,가을,0,1,"맑음, 약간 구름 낀 흐림",35.26,38.635,39.0,19.0012,106,164
2011,8,8,23,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.85,66.0,7.0015,53,72
2011,7,13,8,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,37.12,49.0,16.9979,418,449
2011,7,14,16,가을,0,1,"맑음, 약간 구름 낀 흐림",31.16,33.335,33.0,8.9981,231,274
2011,4,8,7,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",13.94,16.665,87.0,11.0014,109,113
2012,9,6,8,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",28.7,33.335,79.0,0.0,622,646
2012,2,11,20,봄,0,0,"안개, 안개 + 흐림",6.56,6.06,43.0,36.9974,62,63
2012,3,6,8,봄,0,1,"맑음, 약간 구름 낀 흐림",6.56,9.09,59.0,7.0015,487,501
2011,8,17,8,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,54.0,11.0014,452,487
2011,3,5,17,봄,0,0,"안개, 안개 + 흐림",19.68,23.485,59.0,23.9994,104,164
2012,2,16,16,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",13.94,18.18,81.0,0.0,110,118
2012,3,11,19,봄,0,0,"맑음, 약간 구름 낀 흐림",20.5,24.24,31.0,19.0012,203,258
2012,9,7,6,가을,0,1,"맑음, 약간 구름 낀 흐림",25.42,28.03,88.0,7.0015,135,140
2011,10,4,12,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,56.0,19.9995,160,199
2011,4,5,15,여름,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,46.0,31.0009,62,68
2011,5,2,14,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,15.0013,133,181
2011,2,17,3,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,16.665,53.0,12.998,1,4
2012,9,9,23,가을,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,52.0,19.0012,70,92
2012,12,1,17,겨울,0,0,"안개, 안개 + 흐림",13.94,17.425,76.0,7.0015,270,320
2012,1,5,14,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,15.91,39.0,19.0012,104,117
2012,4,15,2,여름,0,0,"안개, 안개 + 흐림",22.14,25.76,56.0,7.0015,54,74
2011,12,13,2,겨울,0,1,"맑음, 약간 구름 낀 흐림",8.2,12.88,80.0,0.0,1,2
2012,7,15,5,가을,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,89.0,8.9981,7,9
2012,8,4,17,가을,0,0,"맑음, 약간 구름 낀 흐림",36.08,39.395,37.0,19.9995,313,492
2011,4,7,6,여름,0,1,"맑음, 약간 구름 낀 흐림",13.12,15.15,81.0,16.9979,59,64
2011,1,1,10,봄,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,76.0,16.9979,24,36
2011,9,5,8,가을,1,0,"안개, 안개 + 흐림",27.06,30.305,78.0,12.998,56,101
2011,3,10,19,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",18.04,21.97,0.0,39.0007,51,56
2012,9,2,21,가을,0,0,"맑음, 약간 구름 낀 흐림",28.7,32.575,70.0,11.0014,92,171
2012,12,17,23,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",17.22,,94.0,15.0013,41,47
2011,11,19,16,겨울,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,38.0,19.9995,188,287
2012,4,13,5,여름,0,1,"안개, 안개 + 흐림",13.94,16.665,53.0,11.0014,19,21
2012,11,19,15,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,54.0,12.998,213,257
2011,6,2,7,여름,0,1,"맑음, 약간 구름 낀 흐림",28.7,31.82,34.0,16.9979,285,304
2011,8,2,15,가을,0,1,"맑음, 약간 구름 낀 흐림",36.9,38.635,25.0,19.0012,120,168
2012,6,3,1,여름,0,0,"맑음, 약간 구름 낀 흐림",22.14,25.76,56.0,8.9981,100,121
2011,11,1,21,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,18.94,81.0,0.0,114,127
2011,1,14,18,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,12.88,47.0,0.0,134,139
2012,7,2,6,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,58.0,7.0015,132,136
2012,12,12,1,겨울,0,1,"맑음, 약간 구름 낀 흐림",11.48,13.635,61.0,15.0013,18,21
2011,6,5,20,여름,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,69.0,12.998,195,279
2011,12,9,15,겨울,0,1,"맑음, 약간 구름 낀 흐림",15.58,,46.0,19.0012,160,189
2012,3,13,10,봄,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,77.0,15.0013,115,143
2011,7,4,19,가을,1,0,"안개, 안개 + 흐림",31.98,35.605,49.0,11.0014,205,375
2011,11,10,4,겨울,0,1,"맑음, 약간 구름 낀 흐림",15.58,19.695,94.0,6.0032,2,3
2012,7,16,12,가을,0,1,"맑음, 약간 구름 낀 흐림",34.44,39.395,49.0,8.9981,158,237
2012,11,10,5,겨울,0,0,"맑음, 약간 구름 낀 흐림",11.48,15.91,87.0,0.0,9,10
2011,12,1,6,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.84,10.605,65.0,19.0012,92,97
2012,8,18,2,가을,0,0,"가벼운 눈, 가벼운 비 + 천둥",25.42,28.03,88.0,11.0014,39,43
2011,1,8,1,봄,0,0,"안개, 안개 + 흐림",7.38,10.605,55.0,6.0032,15,16
2012,11,14,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,43.0,8.9981,161,181
2011,10,11,9,겨울,0,1,"안개, 안개 + 흐림",24.6,29.545,69.0,0.0,195,235
2011,9,12,12,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,33.335,51.0,12.998,147,184
2012,3,4,22,봄,0,0,"맑음, 약간 구름 낀 흐림",10.66,12.12,41.0,16.9979,53,62
2011,10,15,3,겨울,0,0,"맑음, 약간 구름 낀 흐림",18.04,21.97,62.0,12.998,18,23
2011,8,11,18,가을,0,1,"맑음, 약간 구름 낀 흐림",31.98,34.09,29.0,6.0032,497,571
2011,12,4,2,겨울,0,0,"맑음, 약간 구름 낀 흐림",10.66,15.15,81.0,0.0,51,62
2011,5,14,21,여름,0,0,"가벼운 눈, 가벼운 비 + 천둥",22.14,25.76,94.0,15.0013,44,59
2012,6,2,15,여름,0,0,"맑음, 약간 구름 낀 흐림",26.24,31.06,38.0,16.9979,405,702
2012,4,17,22,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,30.0,16.9979,144,162
2011,8,2,3,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,74.0,12.998,5,5
2011,11,18,9,겨울,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.88,41.0,12.998,207,213
2012,12,2,4,겨울,0,0,"안개, 안개 + 흐림",10.66,15.15,93.0,0.0,6,7
2011,4,13,20,여름,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,62.0,16.9979,119,126
2011,9,15,16,가을,0,1,"안개, 안개 + 흐림",22.14,25.76,77.0,31.0009,193,222
2011,10,13,0,겨울,0,1,"안개, 안개 + 흐림",22.14,25.76,94.0,8.9981,14,15
2012,5,19,16,여름,0,0,"맑음, 약간 구름 낀 흐림",30.34,32.575,30.0,7.0015,311,642
2012,12,6,6,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.02,10.605,55.0,19.9995,122,124
2011,10,8,16,겨울,0,0,"맑음, 약간 구름 낀 흐림",26.24,31.06,44.0,6.0032,230,451
2011,7,10,1,가을,0,0,"맑음, 약간 구름 낀 흐림",28.7,32.575,61.0,8.9981,94,113
2012,4,19,23,여름,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,63.0,7.0015,124,144
2012,10,8,21,겨울,1,0,"안개, 안개 + 흐림",16.4,20.455,76.0,15.0013,134,151
2012,3,8,5,봄,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,77.0,15.0013,28,29
2011,11,13,6,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.94,16.665,66.0,8.9981,18,23
2012,5,14,14,여름,0,1,"안개, 안개 + 흐림",25.42,29.545,73.0,16.9979,128,171
2011,6,12,17,여름,0,0,"가벼운 눈, 가벼운 비 + 천둥",27.88,31.82,83.0,19.0012,158,252
2012,8,8,8,가을,0,1,"안개, 안개 + 흐림",30.34,36.365,72.0,6.0032,689,737
2011,1,17,23,봄,1,0,"가벼운 눈, 가벼운 비 + 천둥",6.56,6.82,86.0,19.0012,3,4
2012,9,14,11,가을,0,1,"안개, 안개 + 흐림",27.88,31.82,61.0,7.0015,196,280
2012,7,12,8,가을,0,1,"맑음, 약간 구름 낀 흐림",27.88,31.82,65.0,8.9981,653,702
2012,11,2,18,겨울,0,1,"안개, 안개 + 흐림",15.58,19.695,43.0,22.0028,490,522
2012,2,1,3,봄,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,44.0,12.998,3,3
2011,8,11,3,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,31.06,57.0,8.9981,7,9
2012,1,9,16,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",9.02,12.88,87.0,6.0032,46,49
2011,3,2,0,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,11.365,69.0,11.0014,5,8
2012,4,1,13,여름,0,0,"안개, 안개 + 흐림",18.04,21.97,62.0,12.998,274,464
2012,10,7,10,겨울,0,0,"안개, 안개 + 흐림",17.22,21.21,67.0,12.998,144,185
2012,4,10,20,여름,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,28.0,26.0027,248,282
2011,12,12,16,겨울,0,1,"안개, 안개 + 흐림",13.12,16.665,57.0,6.0032,209,214
2011,5,16,5,여름,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,93.0,12.998,20,21
2012,1,3,2,봄,0,1,"맑음, 약간 구름 낀 흐림",7.38,8.335,51.0,16.9979,3,3
2011,7,10,11,가을,0,0,"맑음, 약간 구름 낀 흐림",31.98,36.365,55.0,12.998,177,287
2011,10,19,18,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",22.96,26.515,100.0,11.0014,132,140
2012,10,19,10,겨울,0,1,"안개, 안개 + 흐림",23.78,27.275,88.0,12.998,198,224
2011,6,3,12,여름,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,27.0,19.0012,208,259
2012,9,13,1,가을,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,77.0,6.0032,22,28
2011,5,3,4,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,88.0,15.0013,1,4
2011,7,14,14,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,32.575,35.0,19.0012,129,178
2011,6,5,18,여름,0,0,"맑음, 약간 구름 낀 흐림",28.7,32.575,58.0,7.0015,239,363
2011,7,7,14,가을,0,1,"맑음, 약간 구름 낀 흐림",35.26,39.395,41.0,16.9979,121,160
2012,5,13,4,여름,0,0,"안개, 안개 + 흐림",22.14,25.76,68.0,12.998,7,9
2012,4,12,20,여름,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,33.0,16.9979,254,280
2012,5,4,11,여름,0,1,"안개, 안개 + 흐림",28.7,32.575,61.0,0.0,181,258
2012,10,3,6,겨울,0,1,"안개, 안개 + 흐림",24.6,25.76,94.0,8.9981,173,177
2011,10,17,9,겨울,0,1,"안개, 안개 + 흐림",20.5,24.24,45.0,19.0012,180,206
2012,5,4,5,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,88.0,12.998,24,24
2012,10,9,17,겨울,0,1,"안개, 안개 + 흐림",21.32,25.0,,11.0014,733,806
2012,9,9,1,가을,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,73.0,15.0013,104,124
2012,3,17,21,봄,0,0,"맑음, 약간 구름 낀 흐림",22.14,25.76,68.0,11.0014,169,223
2012,5,9,2,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",22.96,26.515,88.0,30.0026,1,1
2011,8,5,21,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,65.0,12.998,119,173
2011,3,3,17,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,15.15,22.0,0.0,185,202
2012,7,3,21,가을,0,1,"안개, 안개 + 흐림",28.7,32.575,70.0,19.0012,160,196
2011,3,12,23,봄,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,66.0,6.0032,38,49
2011,3,15,0,봄,0,1,"맑음, 약간 구름 낀 흐림",13.12,17.425,53.0,0.0,7,14
2011,6,19,2,여름,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,74.0,6.0032,59,72
2011,3,8,14,봄,0,1,"안개, 안개 + 흐림",15.58,19.695,20.0,0.0,56,72
2012,11,3,15,겨울,0,0,"안개, 안개 + 흐림",14.76,15.91,46.0,30.0026,331,448
2012,2,2,2,봄,0,1,"안개, 안개 + 흐림",17.22,21.21,67.0,8.9981,7,9
2011,5,18,13,여름,0,1,"안개, 안개 + 흐림",22.96,26.515,83.0,22.0028,92,122
2011,5,16,8,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,73.0,19.9995,366,394
2012,4,8,13,여름,0,0,"맑음, 약간 구름 낀 흐림",23.78,27.275,23.0,11.0014,254,483
2011,9,14,17,가을,0,1,"맑음, 약간 구름 낀 흐림",31.16,34.85,52.0,19.0012,512,599
2011,7,14,21,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,50.0,8.9981,203,261
2011,12,17,1,겨울,0,0,"안개, 안개 + 흐림",12.3,14.395,52.0,16.9979,39,43
2011,11,7,1,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,18.18,87.0,0.0,6,8
2012,10,4,2,겨울,0,1,"맑음, 약간 구름 낀 흐림",26.24,28.79,89.0,0.0,10,13
2012,5,13,17,여름,0,0,"맑음, 약간 구름 낀 흐림",28.7,,45.0,27.9993,287,478
2012,9,2,14,가을,0,0,"가벼운 눈, 가벼운 비 + 천둥",29.52,34.85,79.0,6.0032,208,457
2012,4,10,0,여름,0,1,"안개, 안개 + 흐림",18.04,21.97,47.0,19.0012,23,26
2012,6,6,11,여름,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,43.0,6.0032,161,226
2012,12,3,8,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,18.94,93.0,0.0,712,731
2011,9,4,12,가을,0,0,"맑음, 약간 구름 낀 흐림",31.16,36.365,66.0,11.0014,221,435
2011,6,3,23,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,46.0,7.0015,141,171
2012,8,10,2,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,33.335,74.0,11.0014,14,20
2011,11,5,17,겨울,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,40.0,11.0014,234,334
2011,1,1,3,봄,0,0,"맑음, 약간 구름 낀 흐림",9.84,14.395,75.0,0.0,10,13
2011,11,2,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",12.3,16.665,75.0,0.0,2,2
2011,8,13,10,가을,0,0,"안개, 안개 + 흐림",29.52,34.85,74.0,15.0013,163,260
2011,10,7,22,겨울,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,68.0,0.0,119,146
2012,1,17,14,봄,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,62.0,32.9975,120,132
2012,1,3,11,봄,0,1,"맑음, 약간 구름 낀 흐림",7.38,6.82,37.0,35.0008,63,75
2012,4,3,3,여름,0,1,"맑음, 약간 구름 낀 흐림",15.58,19.695,46.0,0.0,3,3
2012,6,10,3,여름,0,0,"맑음, 약간 구름 낀 흐림",26.24,30.305,73.0,7.0015,23,29
2011,5,13,6,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",20.5,24.24,88.0,8.9981,76,82
2012,4,1,8,여름,0,0,"안개, 안개 + 흐림",14.76,18.18,76.0,6.0032,88,125
2012,12,14,12,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,50.0,12.998,244,273
2012,2,5,15,봄,0,0,"안개, 안개 + 흐림",12.3,14.395,56.0,16.9979,217,272
2011,7,7,6,가을,0,1,"안개, 안개 + 흐림",26.24,28.79,89.0,8.9981,107,118
2012,12,6,0,겨울,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.12,48.0,19.0012,43,44
2012,10,12,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,37.0,31.0009,262,371
2012,2,4,11,봄,0,0,"맑음, 약간 구름 낀 흐림",12.3,16.665,70.0,0.0,224,270
2011,3,4,21,봄,0,1,"안개, 안개 + 흐림",12.3,14.395,70.0,15.0013,64,70
2012,5,6,11,여름,0,0,"맑음, 약간 구름 낀 흐림",22.96,,73.0,7.0015,270,414
2012,5,16,18,여름,0,1,"맑음, 약간 구름 낀 흐림",29.52,33.335,51.0,15.0013,749,846
2011,3,16,12,봄,0,1,"안개, 안개 + 흐림",16.4,20.455,71.0,7.0015,65,88
2012,6,17,6,여름,0,0,"맑음, 약간 구름 낀 흐림",21.32,25.0,72.0,7.0015,16,23
2011,9,17,10,가을,0,0,"안개, 안개 + 흐림",20.5,24.24,68.0,19.0012,177,249
2012,5,7,4,여름,0,1,"안개, 안개 + 흐림",18.86,22.725,88.0,8.9981,2,2
2012,7,1,22,가을,0,0,"맑음, 약간 구름 낀 흐림",33.62,37.12,,8.9981,110,151
2011,4,19,14,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,64.0,12.998,88,107
2012,12,12,19,겨울,0,1,"안개, 안개 + 흐림",12.3,14.395,56.0,15.0013,384,402
2011,2,15,0,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,13.635,49.0,27.9993,12,19
2012,12,4,16,겨울,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,49.0,19.0012,391,435
2011,7,10,23,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,34.09,66.0,16.9979,53,72
2011,10,17,7,겨울,0,1,"안개, 안개 + 흐림",20.5,24.24,55.0,11.0014,299,309
2011,1,4,14,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.88,52.0,15.0013,54,63
2011,2,13,9,봄,0,0,"안개, 안개 + 흐림",9.84,11.365,60.0,15.0013,35,47
2012,6,2,21,여름,0,0,"맑음, 약간 구름 낀 흐림",24.6,31.06,40.0,7.0015,220,316
2011,6,16,14,여름,0,1,"안개, 안개 + 흐림",29.52,33.335,54.0,22.0028,114,153
2012,9,15,7,가을,0,0,"맑음, 약간 구름 낀 흐림",22.14,25.76,52.0,19.0012,63,73
2012,4,6,12,여름,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,35.0,19.9995,224,337
2012,10,7,5,겨울,0,0,"안개, 안개 + 흐림",18.04,21.97,54.0,8.9981,8,10
2012,1,4,7,봄,0,1,"맑음, 약간 구름 낀 흐림",0.82,2.275,44.0,12.998,151,152
2011,9,13,16,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,33.335,51.0,15.0013,251,292
2012,9,8,19,가을,0,0,"가벼운 눈, 가벼운 비 + 천둥",23.78,27.275,88.0,7.0015,187,215
2011,8,7,13,가을,0,0,"맑음, 약간 구름 낀 흐림",36.9,42.425,42.0,19.9995,206,324
2012,3,7,10,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,16.665,50.0,19.9995,127,147
2012,9,3,7,가을,1,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,85.0,0.0,37,43
2011,11,6,19,겨울,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,76.0,12.998,130,151
2011,12,7,20,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",13.94,14.395,87.0,43.0006,25,26
2011,2,5,6,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",8.2,12.88,100.0,0.0,4,4
2011,8,3,10,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",30.34,34.09,58.0,6.0032,59,68
2012,4,2,23,여름,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,35.0,11.0014,60,66
2011,7,17,21,가을,0,0,"맑음, 약간 구름 낀 흐림",30.34,34.09,62.0,15.0013,148,207
2011,7,6,13,가을,0,1,"안개, 안개 + 흐림",30.34,34.85,70.0,7.0015,107,140
2012,6,7,22,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,46.0,11.0014,193,228
2012,3,1,3,봄,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,94.0,15.0013,3,3
2012,11,6,20,겨울,0,1,"맑음, 약간 구름 낀 흐림",12.3,14.395,61.0,15.0013,218,228
2011,9,15,19,가을,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,67.0,31.0009,212,232
2012,4,1,22,여름,0,0,"가벼운 눈, 가벼운 비 + 천둥",20.5,24.24,63.0,7.0015,61,68
2011,11,16,15,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",19.68,23.485,94.0,7.0015,50,66
2012,9,10,6,가을,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,72.0,8.9981,172,180
2011,12,19,13,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,15.15,49.0,22.0028,127,142
2011,1,11,15,봄,0,1,"안개, 안개 + 흐림",6.56,9.85,80.0,6.0032,45,47
